CC.Course_Number,CC.Section_Number,CC.TermID,CC.Expression,CC.StudentID
983,32,3302,"7(A,C,E,G)",525
330,3,3300,"6-7(B,D,F,H)",525
106,2,3300,"4-5(A,C,E,G)",525
408,1,3300,"2-3(A,C,E,G)",525
606,9,3300,"12-13(B,D,F,H)",525
984,42,3302,"9(B,D,F,H)",525
514,4,3300,"2-3(B,D,F,H)",525
558,1,3301,"8-9(A,C,E,G)",525
Junior HR,9,3300,1(A-H),525
608,4,3300,"2-3(B,D,F,H)",526
1171,3,3302,4-5(C),526
1170,5,3301,6-7(E),526
216,1,3300,"2-3(A,C,E,G)",526
106,4,3300,"8-9(A,C,E,G)",526
493,1,3300,"10-11(B,D,F,H)",526
719,4,3302,"10-11(A,C,E,G)",526
981,51,3301,"10(A,C,E,G)",526
982,32,3301,"7(B,D,F,H)",526
983,31,3302,"6(A,C,E,G)",526
984,32,3302,"7(B,D,F,H)",526
1032,1,3300,"8-9(B,D,F,H)",526
330,7,3300,"4-5(B,D,F,H)",526
514,3,3300,"12-13(A,C,E,G)",526
885,1,3301,"4-5(A,C,E,G)",526
Junior HR,10,3300,1(A-H),526
927,1,3300,"14(B,D,F,H)",526
1050,4,3302,"8-9(D,H)",527
106,4,3300,"8-9(A,C,E,G)",527
408,5,3300,"2-3(B,D,F,H)",527
608,1,3300,"2-3(A,C,E,G)",527
380,1,3301,"4-5(A,C,E,G)",527
981,32,3301,"7(A,C,E,G)",527
983,32,3302,"7(A,C,E,G)",527
Junior HR,1,3300,1(A-H),527
216,4,3300,"12-13(A,C,E,G)",527
511,4,3300,"10-11(B,D,H)",527
511L,4,3300,10-11(F),527
1170,12,3301,12-13(D),527
1171,3,3302,4-5(C),527
330,3,3300,"6-7(B,D,F,H)",527
982,22,3301,"5(B,D,F,H)",527
984,22,3302,"5(B,D,F,H)",527
984,42,3302,"9(B,D,F,H)",534
1170,9,3301,10-11(E),534
408,5,3300,"2-3(B,D,F,H)",534
714,3,3301,"8-9(B,D,F,H)",534
981,22,3301,"5(A,C,E,G)",534
106,3,3300,"6-7(A,C,E,G)",534
520,2,3300,"2-3(A,C,E,G)",534
608,3,3300,"12-13(A,C,E,G)",534
982,52,3301,"11(B,D,F,H)",534
Junior HR,2,3300,1(A-H),534
216,6,3300,"6-7(B,D,F,H)",534
335,5,3300,"12-13(B,D,F,H)",534
1060,2,3302,"10-11(D,H)",534
718,2,3302,"4-5(A,C,E,G)",534
1171,10,3302,10-11(F),534
983,42,3302,"9(A,C,E,G)",534
106,8,3300,"4-5(B,D,F,H)",539
1170,3,3301,4-5(C),539
1171,3,3302,4-5(C),539
216,4,3300,"12-13(A,C,E,G)",539
330,1,3300,"2-3(A,C,E,G)",539
408,8,3300,"12-13(B,D,F,H)",539
510,10,3300,"6-7(A,C,G)",539
606,7,3300,"8-9(B,D,F,H)",539
742,1,3301,"6-7(B,D,F,H)",539
983,52,3302,"11(A,C,E,G)",539
510L,10,3300,6-7(E),539
719,3,3301,"10-11(A,C,E,G)",539
981,42,3301,"9(A,C,E,G)",539
982,51,3301,"10(B,D,F,H)",539
984,52,3302,"11(B,D,F,H)",539
Junior HR,3,3300,1(A-H),539
927,1,3300,"14(B,D,F,H)",539
106,1,3300,"2-3(A,C,E,G)",540
1179,52,3300,"4(A-B,D-F,H) 5(A,D-E,H)",540
404,3,3300,"10-11(A,C,E,G)",540
510L,8,3300,12-13(D),540
644,1,3301,"6-7(A,C,E,G)",540
982,51,3301,"10(B,D,F,H)",540
984,31,3302,"6(B,D,F,H)",540
1170,3,3301,4-5(C),540
1171,3,3302,4-5(C),540
221,2,3300,"2-3(B,D,F,H)",540
330,6,3300,"12-13(A,C,E,G)",540
510,8,3300,"12-13(B,F,H)",540
606,7,3300,"8-9(B,D,F,H)",540
880,7,3302,"6-7(A,C,E,G)",540
981,41,3301,"8(A,C,E,G)",540
983,42,3302,"9(A,C,E,G)",540
Junior HR,4,3300,1(A-H),540
927,1,3300,"14(B,D,F,H)",540
330,1,3300,"2-3(A,C,E,G)",541
558,4,3302,"8-9(B,D,F,H)",541
718,10,3302,"6-7(A,C,E,G)",541
984,32,3302,"7(B,D,F,H)",541
982,32,3301,"7(B,D,F,H)",541
981,32,3301,"7(A,C,E,G)",541
106,5,3300,"12-13(A,C,E,G)",541
408,5,3300,"2-3(B,D,F,H)",541
520,4,3300,"10-11(B,D,F,H)",541
719,9,3301,"8-9(A,C,E,G)",541
983,42,3302,"9(A,C,E,G)",541
Junior HR,5,3300,1(A-H),541
216,8,3300,"12-13(B,D,F,H)",541
606,2,3300,"4-5(A,C,E,G)",541
1170,9,3301,10-11(E),541
1171,9,3302,10-11(E),541
1171,11,3302,12-13(C),545
330,7,3300,"4-5(B,D,F,H)",545
606,1,3300,"2-3(A,C,E,G)",545
719,3,3301,"10-11(A,C,E,G)",545
982,31,3301,"6(B,D,F,H)",545
984,32,3302,"7(B,D,F,H)",545
106,14,3300,"12-13(B,D,F,H)",545
408,5,3300,"2-3(B,D,F,H)",545
514,2,3300,"8-9(A,C,E,G)",545
714,3,3301,"8-9(B,D,F,H)",545
742,3,3302,"10-11(A,C,E,G)",545
981,22,3301,"5(A,C,E,G)",545
Junior HR,7,3300,1(A-H),545
225,2,3300,"6-7(A,C,E,G)",545
983,22,3302,"5(A,C,E,G)",545
1170,10,3301,10-11(F),545
330,6,3300,"12-13(A,C,E,G)",548
514,4,3300,"2-3(B,D,F,H)",548
718,1,3301,"4-5(A,C,E,G)",548
983,52,3302,"11(A,C,E,G)",548
1171,12,3302,12-13(D),548
1170,9,3301,10-11(E),548
350,2,3302,"8-9(A,C,E,G)",548
485,1,3300,"6-7(A,C,E,G)",548
606,1,3300,"2-3(A,C,E,G)",548
981,41,3301,"8(A,C,E,G)",548
Junior HR,8,3300,1(A-H),548
106,11,3300,"10-11(B,D,F,H)",548
216,6,3300,"6-7(B,D,F,H)",548
982,41,3301,"8(B,D,F,H)",548
984,41,3302,"8(B,D,F,H)",548
216,3,3300,"10-11(A,C,E,G)",551
545,2,3300,"2-3(B,D,F,H)",551
984,42,3302,"9(B,D,F,H)",551
608,1,3300,"2-3(A,C,E,G)",551
335,1,3300,"4-5(A,C,E,G)",551
719,7,3301,"8-9(B,D,F,H)",551
885,2,3302,"4-5(B,D,F,H)",551
1170,6,3301,6-7(F),551
1171,7,3302,8-9(C),551
106,11,3300,"10-11(B,D,F,H)",551
982,22,3301,"5(B,D,F,H)",551
411,1,3300,"12-13(A,C,E,G)",551
981,42,3301,"9(A,C,E,G)",551
983,31,3302,"6(A,C,E,G)",551
Junior HR,9,3300,1(A-H),551
106,13,3300,"6-7(B,D,F,H)",559
335,3,3300,"10-11(A,C,E,G)",559
719,10,3302,"8-9(A,C,E,G)",559
983,22,3302,"5(A,C,E,G)",559
1170,2,3301,2-3(F),559
1171,2,3302,2-3(F),559
982,42,3301,"9(B,D,F,H)",559
408,8,3300,"12-13(B,D,F,H)",559
252,4,3300,"10-11(B,D,F,H)",559
608,5,3300,"4-5(B,D,F,H)",559
984,42,3302,"9(B,D,F,H)",559
514,1,3300,"2-3(A,C,E,G)",559
714,1,3301,"8-9(A,C,E,G)",559
981,22,3301,"5(A,C,E,G)",559
Junior HR,10,3300,1(A-H),559
1094,2,3302,"4-5(B,D,F,H)",562
1171,11,3302,12-13(C),562
335,3,3300,"10-11(A,C,E,G)",562
608,2,3300,"8-9(A,C,E,G)",562
984,31,3302,"6(B,D,F,H)",562
106,2,3300,"4-5(A,C,E,G)",562
981,32,3301,"7(A,C,E,G)",562
1095,1,3301,"12-13(A,C,E,G)",562
1170,2,3301,2-3(F),562
226,4,3300,"10-11(B,D,F,H)",562
411,3,3300,"8-9(B,D,F,H)",562
520,2,3300,"2-3(A,C,E,G)",562
719,5,3301,"4-5(B,D,F,H)",562
982,31,3301,"6(B,D,F,H)",562
983,32,3302,"7(A,C,E,G)",562
Junior HR,1,3300,1(A-H),562
927,1,3300,"14(B,D,F,H)",562
335,1,3300,"4-5(A,C,E,G)",566
1029,2,3300,"14(B,D,F,H)",566
252,2,3300,"10-11(A,C,E,G)",566
411,4,3300,"6-7(A,C,E,G)",566
981,41,3301,"8(A,C,E,G)",566
983,42,3302,"9(A,C,E,G)",566
608,6,3300,"10-11(B,D,F,H)",566
1170,1,3301,2-3(E),566
1171,1,3302,2-3(E),566
106,8,3300,"4-5(B,D,F,H)",566
982,32,3301,"7(B,D,F,H)",566
984,32,3302,"7(B,D,F,H)",566
1026,1,3302,"12-13(B,D,F,H)",566
Junior HR,2,3300,1(A-H),566
520,1,3300,"12-13(A,C,E,G)",566
106,13,3300,"6-7(B,D,F,H)",574
1171,3,3302,4-5(C),574
330,9,3300,"12-13(B,D,F,H)",574
606,6,3300,"4-5(B,D,F,H)",574
982,41,3301,"8(B,D,F,H)",574
984,42,3302,"9(B,D,F,H)",574
1170,9,3301,10-11(E),574
216,1,3300,"2-3(A,C,E,G)",574
225,6,3300,"10-11(B,D,F,H)",574
408,3,3300,"8-9(A,C,E,G)",574
514,3,3300,"12-13(A,C,E,G)",574
981,32,3301,"7(A,C,E,G)",574
983,31,3302,"6(A,C,E,G)",574
Junior HR,4,3300,1(A-H),574
1171,1,3302,2-3(E),578
335,4,3300,"4-5(B,D,F,H)",578
608,2,3300,"8-9(A,C,E,G)",578
806,2,3300,"14(B,D,F,H)",578
981,52,3301,"11(A,C,E,G)",578
983,52,3302,"11(A,C,E,G)",578
106,2,3300,"4-5(A,C,E,G)",578
880,5,3301,"12-13(B,D,F,H)",578
1170,1,3301,2-3(E),578
226,2,3300,"12-13(A,C,E,G)",578
493,1,3300,"10-11(B,D,F,H)",578
520,3,3300,"8-9(B,D,F,H)",578
644,2,3302,"6-7(A,C,E,G)",578
982,32,3301,"7(B,D,F,H)",578
984,31,3302,"6(B,D,F,H)",578
Junior HR,5,3300,1(A-H),578
820,2,3300,"2-3(B,D,F,H)",578
927,1,3300,"14(B,D,F,H)",578
1092,4,3302,"6-7(A,C,E,G)",581
486,1,3300,"2-3(B,D,F,H)",581
606,1,3300,"2-3(A,C,E,G)",581
106,11,3300,"10-11(B,D,F,H)",581
884,1,3302,"12-13(B,D,F,H)",581
885,1,3301,"4-5(A,C,E,G)",581
982,31,3301,"6(B,D,F,H)",581
Junior HR,6,3300,1(A-H),581
514,3,3300,"12-13(A,C,E,G)",581
330,4,3300,"8-9(A,C,E,G)",581
981,31,3301,"6(A,C,E,G)",581
983,22,3302,"5(A,C,E,G)",581
1170,9,3301,10-11(E),581
1171,9,3302,10-11(E),581
252,3,3300,"4-5(B,D,F,H)",581
984,31,3302,"6(B,D,F,H)",581
411,1,3300,"12-13(A,C,E,G)",582
1093,2,3302,"4-5(A,C,E,G)",582
335,6,3300,"10-11(B,D,F,H)",582
608,5,3300,"4-5(B,D,F,H)",582
922,3,3301,"10-11(A,C,E,G)",582
981,42,3301,"9(A,C,E,G)",582
982,42,3301,"9(B,D,F,H)",582
1170,12,3301,12-13(D),582
1171,12,3302,12-13(D),582
520,2,3300,"2-3(A,C,E,G)",582
719,4,3302,"10-11(A,C,E,G)",582
983,42,3302,"9(A,C,E,G)",582
984,42,3302,"9(B,D,F,H)",582
106,13,3300,"6-7(B,D,F,H)",582
252,1,3300,"6-7(A,C,E,G)",582
Junior HR,7,3300,1(A-H),582
1050,4,3302,"8-9(D,H)",589
330,3,3300,"6-7(B,D,F,H)",589
608,2,3300,"8-9(A,C,E,G)",589
981,22,3301,"5(A,C,E,G)",589
984,52,3302,"11(B,D,F,H)",589
216,3,3300,"10-11(A,C,E,G)",589
1170,11,3301,12-13(C),589
1171,11,3302,12-13(C),589
106,7,3300,"2-3(B,D,F,H)",589
408,8,3300,"12-13(B,D,F,H)",589
520,2,3300,"2-3(A,C,E,G)",589
982,41,3301,"8(B,D,F,H)",589
983,31,3302,"6(A,C,E,G)",589
Junior HR,8,3300,1(A-H),589
1093,2,3302,"4-5(A,C,E,G)",589
411,2,3300,"2-3(B,D,F,H)",591
1171,1,3302,2-3(E),591
330,3,3300,"6-7(B,D,F,H)",591
510,8,3300,"12-13(B,F,H)",591
718,5,3301,"2-3(A,C,E,G)",591
981,41,3301,"8(A,C,E,G)",591
984,52,3302,"11(B,D,F,H)",591
1170,9,3301,10-11(E),591
106,5,3300,"12-13(A,C,E,G)",591
225,2,3300,"6-7(A,C,E,G)",591
510L,8,3300,12-13(D),591
606,2,3300,"4-5(A,C,E,G)",591
719,4,3302,"10-11(A,C,E,G)",591
982,52,3301,"11(B,D,F,H)",591
983,42,3302,"9(A,C,E,G)",591
Junior HR,9,3300,1(A-H),591
982,32,3301,"7(B,D,F,H)",593
216,2,3300,"4-5(A,C,E,G)",593
330,1,3300,"2-3(A,C,E,G)",593
545,2,3300,"2-3(B,D,F,H)",593
608,7,3300,"12-13(B,D,F,H)",593
746,2,3302,"6-7(B,D,F,H)",593
718,7,3301,"10-11(B,D,F,H)",593
408,4,3300,"12-13(A,C,E,G)",593
719,10,3302,"8-9(A,C,E,G)",593
981,41,3301,"8(A,C,E,G)",593
1170,5,3301,6-7(E),593
1171,9,3302,10-11(E),593
983,32,3302,"7(A,C,E,G)",593
106,10,3300,"8-9(B,D,F,H)",593
984,51,3302,"10(B,D,F,H)",593
Junior HR,10,3300,1(A-H),593
927,1,3300,"14(B,D,F,H)",593
981,32,3301,"7(A,C,E,G)",594
1050,6,3301,"8-9(A,E)",594
1170,7,3301,8-9(C),594
982,41,3301,"8(B,D,F,H)",594
880,7,3302,"6-7(A,C,E,G)",594
221,1,3300,"4-5(A,C,E,G)",594
106,7,3300,"2-3(B,D,F,H)",594
330,3,3300,"6-7(B,D,F,H)",594
510,5,3300,"2-3(C,E,G)",594
510L,5,3300,2-3(A),594
1171,9,3302,10-11(E),594
983,42,3302,"9(A,C,E,G)",594
408,8,3300,"12-13(B,D,F,H)",594
606,5,3300,"12-13(A,C,E,G)",594
984,42,3302,"9(B,D,F,H)",594
Junior HR,1,3300,1(A-H),594
106,1,3300,"2-3(A,C,E,G)",595
1171,2,3302,2-3(F),595
408,8,3300,"12-13(B,D,F,H)",595
719,10,3302,"8-9(A,C,E,G)",595
606,6,3300,"4-5(B,D,F,H)",595
510,7,3300,"8-9(D,F,H)",595
510L,7,3300,8-9(B),595
982,32,3301,"7(B,D,F,H)",595
984,32,3302,"7(B,D,F,H)",595
1170,2,3301,2-3(F),595
221,1,3300,"4-5(A,C,E,G)",595
330,6,3300,"12-13(A,C,E,G)",595
981,42,3301,"9(A,C,E,G)",595
983,51,3302,"10(A,C,E,G)",595
Junior HR,2,3300,1(A-H),595
860,1,3301,"6-7(A,C,E,G)",595
225,5,3300,"4-5(B,D,F,H)",596
1170,10,3301,10-11(F),596
982,32,3301,"7(B,D,F,H)",596
106,6,3300,"12-13(A,C,E,G)",596
1171,6,3302,6-7(F),596
335,3,3300,"10-11(A,C,E,G)",596
520,3,3300,"8-9(B,D,F,H)",596
981,41,3301,"8(A,C,E,G)",596
983,41,3302,"8(A,C,E,G)",596
216,8,3300,"12-13(B,D,F,H)",596
408,1,3300,"2-3(A,C,E,G)",596
606,2,3300,"4-5(A,C,E,G)",596
718,3,3301,"2-3(B,D,F,H)",596
984,52,3302,"11(B,D,F,H)",596
Junior HR,3,3300,1(A-H),596
330,8,3300,"10-11(B,D,F,H)",599
216,2,3300,"4-5(A,C,E,G)",599
606,9,3300,"12-13(B,D,F,H)",599
982,42,3301,"9(B,D,F,H)",599
1170,7,3301,8-9(C),599
1171,7,3302,8-9(C),599
510,1,3300,"10-11(A,C,E)",599
510L,1,3300,10-11(G),599
981,32,3301,"7(A,C,E,G)",599
983,32,3302,"7(A,C,E,G)",599
1050,6,3301,"8-9(A,E)",599
984,42,3302,"9(B,D,F,H)",599
106,8,3300,"4-5(B,D,F,H)",599
408,1,3300,"2-3(A,C,E,G)",599
891,1,3302,"6-7(B,D,F,H)",599
Junior HR,4,3300,1(A-H),599
408,8,3300,"12-13(B,D,F,H)",601
510,7,3300,"8-9(D,F,H)",601
510L,7,3300,8-9(B),601
606,4,3300,"10-11(A,C,E,G)",601
891,1,3302,"6-7(B,D,F,H)",601
922,5,3301,"10-11(B,D,F,H)",601
981,22,3301,"5(A,C,E,G)",601
983,22,3302,"5(A,C,E,G)",601
330,7,3300,"4-5(B,D,F,H)",601
982,32,3301,"7(B,D,F,H)",601
106,3,3300,"6-7(A,C,E,G)",601
1171,11,3302,12-13(C),601
216,1,3300,"2-3(A,C,E,G)",601
984,51,3302,"10(B,D,F,H)",601
Junior HR,4,3300,1(A-H),601
1170,7,3301,8-9(C),601
927,1,3300,"14(B,D,F,H)",601
226,1,3300,"2-3(A,C,E,G)",602
520,4,3300,"10-11(B,D,F,H)",602
984,31,3302,"6(B,D,F,H)",602
1170,6,3301,6-7(F),602
982,42,3301,"9(B,D,F,H)",602
411,1,3300,"12-13(A,C,E,G)",602
106,12,3300,"12-13(B,D,F,H)",602
1171,9,3302,10-11(E),602
335,1,3300,"4-5(A,C,E,G)",602
512,1,3300,"2-4(F,H)",602
512L,1,3300,"2-4(B,D)",602
608,2,3300,"8-9(A,C,E,G)",602
981,51,3301,"10(A,C,E,G)",602
983,31,3302,"6(A,C,E,G)",602
Junior HR,5,3300,1(A-H),602
1170,6,3301,6-7(F),603
335,3,3300,"10-11(A,C,E,G)",603
719,10,3302,"8-9(A,C,E,G)",603
982,42,3301,"9(B,D,F,H)",603
514,4,3300,"2-3(B,D,F,H)",603
106,11,3300,"10-11(B,D,F,H)",603
1171,8,3302,8-9(D),603
216,2,3300,"4-5(A,C,E,G)",603
412,5,3300,"12-13(B,D,F,H)",603
558,1,3301,"8-9(A,C,E,G)",603
608,5,3300,"4-5(B,D,F,H)",603
981,32,3301,"7(A,C,E,G)",603
983,32,3302,"7(A,C,E,G)",603
984,32,3302,"7(B,D,F,H)",603
Junior HR,6,3300,1(A-H),603
106,9,3300,"6-7(B,D,F,H)",604
1061,1,3300,"2-3(B,D,F,H)",604
1171,9,3302,10-11(E),604
335,2,3300,"8-9(A,C,E,G)",604
511L,4,3300,10-11(F),604
608,7,3300,"12-13(B,D,F,H)",604
983,32,3302,"7(A,C,E,G)",604
1060,1,3301,"6-7(C,G)",604
1089,1,3300,"14(A,C,E,G)",604
1170,1,3301,2-3(E),604
216,2,3300,"4-5(A,C,E,G)",604
408,4,3300,"12-13(A,C,E,G)",604
511,4,3300,"10-11(B,D,H)",604
557,2,3302,"4-5(B,D,F,H)",604
981,51,3301,"10(A,C,E,G)",604
982,42,3301,"9(B,D,F,H)",604
984,41,3302,"8(B,D,F,H)",604
Junior HR,7,3300,1(A-H),604
806,2,3300,"14(B,D,F,H)",604
330,3,3300,"6-7(B,D,F,H)",607
510,5,3300,"2-3(C,E,G)",607
606,9,3300,"12-13(B,D,F,H)",607
982,52,3301,"11(B,D,F,H)",607
984,51,3302,"10(B,D,F,H)",607
408,4,3300,"12-13(A,C,E,G)",607
1170,8,3301,8-9(D),607
1171,8,3302,8-9(D),607
106,2,3300,"4-5(A,C,E,G)",607
221,2,3300,"2-3(B,D,F,H)",607
350,2,3302,"8-9(A,C,E,G)",607
510L,5,3300,2-3(A),607
719,9,3301,"8-9(A,C,E,G)",607
981,52,3301,"11(A,C,E,G)",607
983,51,3302,"10(A,C,E,G)",607
Junior HR,8,3300,1(A-H),607
982,32,3301,"7(B,D,F,H)",608
719,9,3301,"8-9(A,C,E,G)",608
330,7,3300,"4-5(B,D,F,H)",608
106,2,3300,"4-5(A,C,E,G)",608
510,7,3300,"8-9(D,F,H)",608
510L,7,3300,8-9(B),608
606,4,3300,"10-11(A,C,E,G)",608
983,41,3302,"8(A,C,E,G)",608
984,31,3302,"6(B,D,F,H)",608
981,32,3301,"7(A,C,E,G)",608
1050,2,3302,"6-7(C,G)",608
408,8,3300,"12-13(B,D,F,H)",608
Junior HR,9,3300,1(A-H),608
1171,10,3302,10-11(F),608
216,4,3300,"12-13(A,C,E,G)",608
1170,10,3301,10-11(F),608
1093,2,3302,"4-5(A,C,E,G)",614
1170,7,3301,8-9(C),614
225,2,3300,"6-7(A,C,E,G)",614
411,2,3300,"2-3(B,D,F,H)",614
850,1,3300,"10-11(A,C,E,G)",614
982,41,3301,"8(B,D,F,H)",614
106,1,3300,"2-3(A,C,E,G)",614
1094,1,3301,"4-5(B,D,F,H)",614
1171,8,3302,8-9(D),614
216,8,3300,"12-13(B,D,F,H)",614
330,3,3300,"6-7(B,D,F,H)",614
514,3,3300,"12-13(A,C,E,G)",614
981,22,3301,"5(A,C,E,G)",614
983,41,3302,"8(A,C,E,G)",614
984,22,3302,"5(B,D,F,H)",614
Junior HR,10,3300,1(A-H),614
606,8,3300,"10-11(B,D,F,H)",614
806,1,3300,"14(A,C,E,G)",614
1170,9,3301,10-11(E),616
106,12,3300,"12-13(B,D,F,H)",616
413,1,3300,"6-7(A,C,E,G)",616
510L,7,3300,8-9(B),616
718,1,3301,"4-5(A,C,E,G)",616
982,32,3301,"7(B,D,F,H)",616
1171,10,3302,10-11(F),616
225,4,3300,"12-13(A,C,E,G)",616
330,5,3300,"2-3(B,D,F,H)",616
510,7,3300,"8-9(D,F,H)",616
608,1,3300,"2-3(A,C,E,G)",616
714,2,3302,"8-9(A,C,E,G)",616
981,41,3301,"8(A,C,E,G)",616
983,52,3302,"11(A,C,E,G)",616
984,22,3302,"5(B,D,F,H)",616
Junior HR,1,3300,1(A-H),616
106,4,3300,"8-9(A,C,E,G)",617
335,4,3300,"4-5(B,D,F,H)",617
520,5,3300,"12-13(B,D,F,H)",617
981,51,3301,"10(A,C,E,G)",617
983,22,3302,"5(A,C,E,G)",617
545,2,3300,"2-3(B,D,F,H)",617
1170,10,3301,10-11(F),617
1171,10,3302,10-11(F),617
216,1,3300,"2-3(A,C,E,G)",617
225,7,3300,"8-9(B,D,F,H)",617
485,1,3300,"6-7(A,C,E,G)",617
606,5,3300,"12-13(A,C,E,G)",617
982,31,3301,"6(B,D,F,H)",617
984,32,3302,"7(B,D,F,H)",617
Junior HR,2,3300,1(A-H),617
221,2,3300,"2-3(B,D,F,H)",618
493,1,3300,"10-11(B,D,F,H)",618
510,11,3300,"6-7(B,D,H)",618
510L,11,3300,6-7(F),618
644,2,3302,"6-7(A,C,E,G)",618
982,42,3301,"9(B,D,F,H)",618
984,42,3302,"9(B,D,F,H)",618
330,9,3300,"12-13(B,D,F,H)",618
1170,1,3301,2-3(E),618
1171,1,3302,2-3(E),618
106,2,3300,"4-5(A,C,E,G)",618
719,9,3301,"8-9(A,C,E,G)",618
Junior HR,3,3300,1(A-H),618
606,4,3300,"10-11(A,C,E,G)",618
981,31,3301,"6(A,C,E,G)",618
983,41,3302,"8(A,C,E,G)",618
106,1,3300,"2-3(A,C,E,G)",621
216,5,3300,"4-5(B,D,F,H)",621
411,4,3300,"6-7(A,C,E,G)",621
511L,3,3300,12-13(B),621
982,31,3301,"6(B,D,F,H)",621
984,31,3302,"6(B,D,F,H)",621
1170,10,3301,10-11(F),621
335,3,3300,"10-11(A,C,E,G)",621
350,2,3302,"8-9(A,C,E,G)",621
981,42,3301,"9(A,C,E,G)",621
983,22,3302,"5(A,C,E,G)",621
1095,1,3301,"12-13(A,C,E,G)",621
1171,11,3302,12-13(C),621
1061,1,3300,"2-3(B,D,F,H)",621
511,3,3300,"12-13(D,F,H)",621
606,7,3300,"8-9(B,D,F,H)",621
Junior HR,4,3300,1(A-H),621
927,1,3300,"14(B,D,F,H)",621
106,8,3300,"4-5(B,D,F,H)",624
1171,5,3302,6-7(E),624
511,5,3300,"10-11(A,C,G)",624
1170,5,3301,6-7(E),624
380,13,3301,"2-3(A,C,E,G)",624
981,41,3301,"8(A,C,E,G)",624
330,5,3300,"2-3(B,D,F,H)",624
408,4,3300,"12-13(A,C,E,G)",624
511L,5,3300,10-11(E),624
606,2,3300,"4-5(A,C,E,G)",624
719,8,3302,"8-9(B,D,F,H)",624
983,42,3302,"9(A,C,E,G)",624
Junior HR,5,3300,1(A-H),624
982,41,3301,"8(B,D,F,H)",624
216,7,3300,"10-11(B,D,F,H)",624
984,32,3302,"7(B,D,F,H)",624
216,4,3300,"12-13(A,C,E,G)",627
606,2,3300,"4-5(A,C,E,G)",627
981,51,3301,"10(A,C,E,G)",627
983,31,3302,"6(A,C,E,G)",627
408,1,3300,"2-3(A,C,E,G)",627
1170,2,3301,2-3(F),627
106,8,3300,"4-5(B,D,F,H)",627
1171,2,3302,2-3(F),627
330,9,3300,"12-13(B,D,F,H)",627
714,2,3302,"8-9(A,C,E,G)",627
719,9,3301,"8-9(A,C,E,G)",627
982,31,3301,"6(B,D,F,H)",627
984,32,3302,"7(B,D,F,H)",627
Junior HR,6,3300,1(A-H),627
510,7,3300,"8-9(D,F,H)",627
510L,7,3300,8-9(B),627
106,1,3300,"2-3(A,C,E,G)",639
411,4,3300,"6-7(A,C,E,G)",639
719,4,3302,"10-11(A,C,E,G)",639
922,3,3301,"10-11(A,C,E,G)",639
983,42,3302,"9(A,C,E,G)",639
225,5,3300,"4-5(B,D,F,H)",639
982,41,3301,"8(B,D,F,H)",639
984,42,3302,"9(B,D,F,H)",639
1170,3,3301,4-5(C),639
1171,3,3302,4-5(C),639
335,5,3300,"12-13(B,D,F,H)",639
520,1,3300,"12-13(A,C,E,G)",639
608,6,3300,"10-11(B,D,F,H)",639
880,9,3301,"6-7(B,D,F,H)",639
981,41,3301,"8(A,C,E,G)",639
Junior HR,8,3300,1(A-H),639
982,41,3301,"8(B,D,F,H)",640
984,51,3302,"10(B,D,F,H)",640
106,1,3300,"2-3(A,C,E,G)",640
408,5,3300,"2-3(B,D,F,H)",640
514,2,3300,"8-9(A,C,E,G)",640
1050,4,3302,"8-9(D,H)",640
922,5,3301,"10-11(B,D,F,H)",640
330,9,3300,"12-13(B,D,F,H)",640
606,4,3300,"10-11(A,C,E,G)",640
1171,11,3302,12-13(C),640
216,6,3300,"6-7(B,D,F,H)",640
981,32,3301,"7(A,C,E,G)",640
983,32,3302,"7(A,C,E,G)",640
1170,11,3301,12-13(C),640
Junior HR,9,3300,1(A-H),640
520,2,3300,"2-3(A,C,E,G)",645
254,2,3300,"10-11(A,C,E,G)",645
106,13,3300,"6-7(B,D,F,H)",645
1170,8,3301,8-9(D),645
717,2,3302,"11-13(B,D,F,H)",645
984,51,3302,"10(B,D,F,H)",645
1171,7,3302,8-9(C),645
335,1,3300,"4-5(A,C,E,G)",645
608,3,3300,"12-13(A,C,E,G)",645
981,31,3301,"6(A,C,E,G)",645
983,31,3302,"6(A,C,E,G)",645
411,2,3300,"2-3(B,D,F,H)",645
716,2,3301,"11-13(B,D,F,H)",645
719,8,3302,"8-9(B,D,F,H)",645
982,51,3301,"10(B,D,F,H)",645
Junior HR,10,3300,1(A-H),645
335,5,3300,"12-13(B,D,F,H)",650
511,4,3300,"10-11(B,D,H)",650
608,2,3300,"8-9(A,C,E,G)",650
852,1,3300,"6-7(B,D,F,H)",650
981,32,3301,"7(A,C,E,G)",650
106,1,3300,"2-3(A,C,E,G)",650
511L,4,3300,10-11(F),650
676,1,3300,"2-3(B,D,F,H)",650
719,3,3301,"10-11(A,C,E,G)",650
Junior HR,1,3300,1(A-H),650
225,1,3300,"4-5(A,C,E,G)",650
408,7,3300,"8-9(B,D,F,H)",650
982,22,3301,"5(B,D,F,H)",650
983,32,3302,"7(A,C,E,G)",650
984,22,3302,"5(B,D,F,H)",650
380,4,3302,"10-11(A,C,E,G)",650
1170,11,3301,12-13(C),650
1171,11,3302,12-13(C),650
106,7,3300,"2-3(B,D,F,H)",654
413,2,3300,"6-7(B,D,F,H)",654
608,3,3300,"12-13(A,C,E,G)",654
981,32,3301,"7(A,C,E,G)",654
1171,9,3302,10-11(E),654
983,31,3302,"6(A,C,E,G)",654
